schoolID,studentID,Gender,GRADE,ISCEDP,IMMIG,LANGN,REPEAT,FAMSUP,TEACHSUP,SCHSUST,PROBSELF,HISCED,HOMEPOS,ESCS,PV1MATH,municipality_size,disadvantaged_students,external_evaluation,math_grouping,SCHLTYPE,SCHSIZE,PROATCE,STRATIO,SMRATIO,PROPSUPP,SCHAUTO,INSTLEAD,RATCMP1,STAFFSHORT,EDUSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP
38000211.0,38014487.0,Male,0.0,3,Native student,Italian,Never repeated,-0.0064,0.8211,0.8074,1.2948,5.0,0.8031,0.4111,504.123,A town (15 000 to about 100 000 people),,No,2.0,Public,1106.0,1.0,12.8605,61.4444,0.0645,-0.2402,-0.4464,0.1739,0.2633,0.2233,0.3773,0.9355,3.0,2.0,-1.6218,-0.3262
38000211.0,38014679.0,Female,1.0,3,Native student,Italian,Never repeated,1.5928,1.5558,,,9.0,0.7726,1.2567,502.723,A town (15 000 to about 100 000 people),,No,2.0,Public,1106.0,1.0,12.8605,61.4444,0.0645,-0.2402,-0.4464,0.1739,0.2633,0.2233,0.3773,0.9355,3.0,2.0,-1.6218,-0.3262
38000211.0,38014767.0,Male,0.0,3,Native student,Italian,Never repeated,-1.0585,-1.0693,0.6375,-0.1274,10.0,-0.0858,-0.077,572.51,A town (15 000 to about 100 000 people),,No,2.0,Public,1106.0,1.0,12.8605,61.4444,0.0645,-0.2402,-0.4464,0.1739,0.2633,0.2233,0.3773,0.9355,3.0,2.0,-1.6218,-0.3262
38000203.0,38000200.0,Male,0.0,2,Native student,Other,Never repeated,-1.0093,1.5558,-2.5768,-1.6581,10.0,-0.2105,0.8777,331.487,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38000534.0,Female,0.0,2,Native student,Other,Never repeated,-0.7176,0.4357,,,5.0,-1.6494,-1.7494,377.886,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38000766.0,Female,-1.0,2,Native student,Other,Repeated at lease once,-1.8656,-1.0693,-0.7075,0.0522,7.0,-0.5739,-0.9284,375.785,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38001286.0,Male,0.0,2,Native student,Italian,Never repeated,-1.0344,-0.3322,-0.7975,0.8172,9.0,0.338,-0.1529,382.647,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38001302.0,Male,0.0,2,Native student,Other,Never repeated,-0.5797,-0.5635,0.2481,0.6748,9.0,0.1581,0.2076,388.272,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38001994.0,Male,0.0,2,Native student,Italian,Never repeated,-1.3198,-1.9859,-0.9613,0.0546,6.0,-0.7779,-1.0,470.409,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38001997.0,Female,0.0,2,First-Generation student,Other,Never repeated,-0.2316,-1.0693,0.2462,1.3089,9.0,-0.8932,-0.7746,295.977,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38003216.0,Male,0.0,2,Native student,Other,Never repeated,-0.8358,-0.3322,-2.4764,-0.3415,7.0,0.4601,0.6774,519.903,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38003310.0,Male,0.0,2,Native student,Other,Never repeated,0.1727,0.1475,0.1028,0.1912,7.0,-1.4356,-1.032,543.053,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38003778.0,Male,-1.0,2,First-Generation student,Other,Never repeated,-1.2083,-0.5635,,,9.0,-0.0028,-0.2363,342.655,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38004204.0,Female,0.0,2,Native student,Italian,Never repeated,-0.4456,-1.0693,-0.0725,0.9392,3.0,-1.306,-2.1659,286.844,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38004211.0,Female,0.0,2,,Italian,Never repeated,-1.4337,-0.3322,,,10.0,-1.8867,-1.1984,213.8,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38004593.0,Male,-1.0,2,Native student,Other,Repeated at lease once,-0.7043,-0.1002,-0.4051,,7.0,-0.9742,-0.8844,356.138,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38005382.0,Male,0.0,2,Native student,Other,Never repeated,-1.1345,,0.0532,0.3252,5.0,0.2182,-0.4439,375.803,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38005517.0,Female,-1.0,2,Second-Generation student,Other,Repeated at lease once,-1.4752,0.8211,-0.0635,-0.8597,4.0,-2.9345,-2.1978,355.172,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38005719.0,Male,0.0,2,Native student,Other,Never repeated,-0.4289,-0.8059,-0.4277,0.8606,10.0,0.2772,0.8447,395.697,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38006019.0,Female,-1.0,2,First-Generation student,Other,Repeated at lease once,-0.59,1.5558,-0.4568,0.5752,8.0,-0.6405,-0.4063,394.824,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38006053.0,Male,0.0,2,Native student,Other,Never repeated,-0.2862,-1.0693,,,5.0,-0.2,-0.9229,555.644,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38006093.0,Male,0.0,2,,Italian,Never repeated,-0.2461,-0.5635,-0.7298,0.9734,5.0,1.0067,0.1621,384.215,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38006425.0,Female,0.0,2,,Italian,Never repeated,-0.7181,-0.5635,-0.1122,0.6205,7.0,-0.5099,-0.0571,363.122,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38007081.0,Male,0.0,2,Native student,Other,Never repeated,-0.492,1.5558,-0.477,0.9952,8.0,-0.0129,-0.1265,493.211,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38007238.0,Male,0.0,2,Native student,Italian,Never repeated,-0.8015,-0.1002,0.2183,1.9113,10.0,-0.7054,0.0326,227.648,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38007328.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,-0.8553,-0.1002,-0.8446,0.4865,4.0,0.0903,-0.5186,352.492,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38007522.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,0.155,-0.1002,0.0484,-1.4972,8.0,-0.5711,0.2192,385.481,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38007681.0,Male,0.0,2,,Other,Never repeated,-0.5102,-0.1002,-0.3784,0.4291,8.0,-0.207,-0.2873,447.922,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38008412.0,Male,0.0,2,Native student,Other,Never repeated,-1.0005,0.1475,0.0207,1.1738,8.0,-0.3892,0.1705,455.499,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38010313.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,-0.432,-1.0693,-1.039,,9.0,-1.2002,-0.2732,343.44,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38010503.0,Male,0.0,2,Native student,Other,Never repeated,-0.5322,-1.0693,-1.5832,0.8577,3.0,-0.7796,-1.733,453.05,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38011153.0,Male,-1.0,2,Native student,Other,Repeated at lease once,-2.8204,-0.6931,,,7.0,0.2685,0.5011,411.644,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38012114.0,Male,-1.0,2,Native student,Italian,Repeated at lease once,-0.2269,1.5558,0.9013,1.2547,9.0,-0.5602,-0.455,450.746,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38012856.0,Male,-1.0,2,Second-Generation student,Italian,Repeated at lease once,-0.5279,-0.8059,-0.4314,0.9128,9.0,-0.6535,-0.446,391.816,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38013657.0,Male,-1.0,2,Native student,Other,Repeated at lease once,-1.0705,-0.3322,-0.4877,1.0177,5.0,-0.636,-1.0463,328.36,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38014541.0,Male,0.0,2,,,,,,,,,,,376.524,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38014824.0,Female,0.0,2,Native student,Other,Never repeated,,-0.5635,,,7.0,-0.3381,0.0047,392.337,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38014976.0,Male,0.0,2,Native student,Other,Never repeated,-0.7136,-0.1002,-0.39,0.9452,7.0,0.5469,-0.0438,470.202,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000203.0,38015090.0,Male,0.0,2,Native student,Other,Never repeated,-1.0666,1.5558,-0.0122,0.9117,8.0,0.6454,0.8884,446.536,"A village, hamlet or rural area (fewer than 3 000 people)",11.0,"Yes, based on school initiative",3.0,Private Government-dependent,192.0,0.0816,7.8367,42.6667,0.0,-0.3978,0.9206,0.2985,-0.1776,-1.4212,1.3843,0.613,3.0,3.0,-0.5687,-0.5755
38000160.0,38000202.0,Female,0.0,2,Native student,Italian,Never repeated,,-0.5635,,,5.0,-0.6938,-1.1517,444.658,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38001121.0,Female,0.0,2,Native student,Italian,Never repeated,-1.4804,-2.9095,,,6.0,-0.6135,-1.423,383.855,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38001415.0,Female,0.0,2,Native student,Italian,Never repeated,1.6699,-2.9095,0.2978,-0.5184,10.0,-0.8331,-0.0034,473.636,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38001564.0,Female,0.0,2,Native student,Italian,Never repeated,1.7465,0.8211,,,7.0,-0.9197,-1.0303,382.091,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38002052.0,Female,0.0,2,Native student,Italian,Never repeated,,-2.9095,,,7.0,0.8794,0.6403,496.011,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38002487.0,Male,0.0,2,Native student,Italian,Never repeated,,-0.5635,,,7.0,-0.0324,-0.4245,470.726,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38002865.0,Female,0.0,2,Native student,Italian,Never repeated,0.5329,0.4357,0.104,0.8895,5.0,0.0807,-0.8875,397.5,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38002891.0,Female,0.0,2,Native student,Italian,Never repeated,,-1.3627,,,7.0,-0.939,-1.0385,419.909,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38003472.0,Female,0.0,2,Native student,Italian,Never repeated,1.8165,-2.1346,,,7.0,0.2106,0.6331,515.303,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38004446.0,Female,0.0,2,Native student,Italian,Never repeated,1.667,-0.1002,-0.2216,0.4865,7.0,-0.9232,-0.6319,501.13,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38005225.0,Male,0.0,2,Native student,Italian,Never repeated,0.0896,-0.3322,-0.0142,1.2513,7.0,-0.9483,-0.7752,401.292,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38005383.0,Male,0.0,2,Native student,Italian,Never repeated,-0.6021,-2.1346,,,5.0,-0.7936,-1.4,482.422,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38005963.0,Female,0.0,2,Native student,Italian,Never repeated,,1.5558,,,9.0,-0.015,0.9232,376.486,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38008077.0,Male,0.0,2,Native student,Italian,Never repeated,-1.0195,-2.9095,-2.5137,,8.0,-0.637,0.4619,414.68,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38008289.0,Female,0.0,2,Native student,Italian,Never repeated,-0.3652,1.5558,-0.0055,0.175,9.0,0.4434,1.0359,487.968,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38008614.0,Female,0.0,2,Native student,Italian,Never repeated,1.7465,-0.1002,0.2661,0.4982,7.0,-1.043,-1.189,443.11,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38009759.0,Female,0.0,2,Native student,Italian,Never repeated,,0.4357,,,7.0,-0.9011,-0.8056,381.283,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38009804.0,Male,0.0,2,Native student,Italian,Never repeated,0.9601,-0.5635,-0.6947,,7.0,-0.0836,-0.3001,405.642,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38010263.0,Female,0.0,2,Native student,Italian,Never repeated,0.004,1.5558,1.5899,0.0011,7.0,0.3055,-0.3254,502.879,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38010674.0,Female,0.0,2,Native student,Italian,Never repeated,1.7803,1.5558,0.2299,0.3116,7.0,1.051,0.5717,435.31,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38010696.0,Male,0.0,2,Native student,Italian,Never repeated,-0.2268,-1.3627,0.2223,0.0485,7.0,-1.5151,-0.0567,493.841,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38010772.0,Female,0.0,2,Native student,Italian,Never repeated,0.435,-0.5635,0.2978,0.4695,3.0,-0.5385,-1.7996,445.592,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38011016.0,Female,0.0,2,Native student,Italian,Never repeated,,-0.5635,,,5.0,-0.1696,-0.9189,500.773,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38011164.0,Female,1.0,2,Native student,Italian,Never repeated,1.9583,0.8211,0.316,0.329,7.0,-0.7168,-0.579,385.894,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38011713.0,Female,0.0,2,Native student,Other,Never repeated,,-2.9095,,,3.0,-0.0679,-1.6003,355.103,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38011876.0,Female,0.0,2,Native student,Italian,Never repeated,,0.1475,,,7.0,-0.7841,-0.7908,367.042,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
38000160.0,38012321.0,Male,0.0,2,Native student,Italian,Never repeated,,0.8211,,,3.0,-0.5116,-1.4419,413.155,A city (100 000 to about 1 000 000 people),40.0,"Yes, this is mandatory, e.g. based on district or ministry policies",2.0,Public,747.0,0.7742,4.8194,67.9091,0.1778,-0.7124,-0.8431,0.3822,-0.3265,-1.4212,1.5436,1.1981,6.0,2.0,0.0218,0.2306
