schoolID,studentID,Gender,PROGN,IMMIG,LANGN,REPEAT,BELONG,BULLIED,PERSEVAGR,COOPAGR,STRESAGR,EMOCOAGR,FAMSUP,ANXMAT,ESCS,PV1MATH,municipality_size,degree_of_competition,external_evaluation,math_grouping,additional_math_classes,track_student_attendance,SCHLTYPE,SCHSIZE,PROATCE,PROPSUPP,INSTLEAD,RATCMP1,STAFFSHORT,STUBEHA,TEACHBEHA,CLSIZE,SCSUPRTED,PROBSCRI,DIGPREP,SCHAUTO_ORDINAL,EDUSHORT_binned
38000233.0,38004210.0,Male,Academic,Native student,Italian,Never repeated,-0.767,-0.267,-0.6609,-0.3321,-0.1942,-0.9177,-0.6431,0.602,0.635,381.905,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38004581.0,Female,Academic,Native student,Italian,Never repeated,-0.1829,-0.4588,-0.5835,1.9701,1.5785,1.7261,0.0295,0.8757,0.0593,490.36,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38004765.0,Female,Academic,Native student,Italian,Never repeated,-0.5964,-1.228,-0.2032,-0.4503,-0.7399,0.0946,-0.1144,2.5078,-1.0327,510.955,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38004834.0,Male,Academic,Native student,Italian,Never repeated,1.1073,-1.228,-0.1246,1.2939,0.0704,1.1846,0.08,-0.4577,0.643,584.263,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38004850.0,Female,Academic,Native student,Italian,Repeated at lease once,-1.0968,0.9364,-0.9996,-0.5251,-0.7939,0.0098,-0.5393,1.8003,-0.1377,374.711,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38004896.0,Female,Academic,Native student,Italian,Repeated at lease once,-0.6412,-1.228,0.0734,0.3685,0.352,0.6338,-0.7858,0.1031,-1.5597,427.212,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38005739.0,Female,Academic,Native student,Italian,Never repeated,0.2442,-1.228,0.1582,-0.0949,0.2723,0.3297,-0.1573,-0.0423,0.0866,507.488,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38005992.0,Female,Academic,Immig student,Other,Never repeated,0.0387,1.3609,-0.0467,,,,,,-0.9721,351.603,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38006166.0,Female,Academic,Native student,Other,Repeated at lease once,-1.0337,0.6505,-0.3783,-0.6567,-0.9266,-0.9302,-0.2656,1.2595,-1.0679,443.864,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38006222.0,Male,Academic,Immig student,Other,Never repeated,-0.4747,-1.228,-0.6755,-0.6591,0.2457,0.2983,-0.1515,0.6566,-1.0145,580.552,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38006695.0,Male,Academic,Native student,Italian,Never repeated,0.6428,0.2988,0.368,0.8746,-0.3521,-0.6525,0.1493,2.5429,0.115,570.742,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38007107.0,Female,Academic,Native student,Italian,Never repeated,-1.0306,-1.228,1.6964,0.0992,-0.3984,0.401,-1.2513,1.9128,-0.3732,502.849,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38007202.0,Female,Academic,Immig student,Other,Never repeated,-0.2352,0.5238,-0.6118,-0.6295,-0.0715,0.2957,-1.7135,0.7889,-0.1996,442.968,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38007893.0,Female,Academic,Native student,Italian,Never repeated,-0.6329,0.8337,1.1074,-0.6746,-0.3884,-0.4142,1.7384,1.9128,-0.1866,510.113,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38008326.0,Female,Academic,Immig student,Other,Never repeated,-1.4042,-1.228,0.2266,-0.7899,,-0.8509,-0.8531,2.5026,-1.6162,567.354,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38008510.0,Male,Academic,Native student,Italian,Repeated at lease once,-0.0613,1.7238,1.5726,-0.3865,-1.0342,-0.3737,-0.6674,-0.0394,0.1523,354.412,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38009267.0,Female,Academic,Immig student,Italian,Never repeated,-0.6801,0.3635,-0.3835,-0.6824,-1.9242,-1.9695,,1.1417,0.0102,428.701,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38009812.0,Female,Academic,Native student,Italian,Never repeated,-1.0306,-0.267,1.2972,-0.6377,-1.1157,-0.3762,-0.1831,-0.7447,-0.3624,583.726,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38010758.0,Female,Academic,Native student,Italian,Never repeated,-0.4747,0.0102,0.4757,-1.5326,-1.6948,-0.6061,1.5831,0.4252,-0.5745,425.715,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38010901.0,Female,Academic,Immig student,Other,Never repeated,0.374,-1.228,-1.0497,-0.1488,-2.0536,0.6285,-0.6684,0.602,-2.3444,427.16,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38011143.0,Male,Academic,Immig student,Other,Never repeated,-0.3397,-1.228,-0.0591,-0.8276,0.0689,0.0789,-0.1788,0.7889,-0.3714,495.156,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38011390.0,Female,Academic,Native student,Italian,Never repeated,0.5159,0.1924,0.6411,0.0485,-0.4557,0.3991,-0.5693,-0.0423,-0.0399,571.119,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38011692.0,Female,Academic,Immig student,Italian,Never repeated,-0.3485,-1.228,0.1927,0.4404,-0.3022,-0.2415,1.718,0.3729,-1.0733,494.307,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38012446.0,Male,Academic,Native student,Italian,Never repeated,0.3863,-1.228,0.2328,0.6954,0.1088,1.2779,0.3729,0.7889,-2.2231,460.204,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38012586.0,Female,Academic,Native student,Italian,Never repeated,-0.338,-1.228,0.5563,0.0446,0.3842,0.4932,-0.4488,0.544,-1.5456,475.431,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38013010.0,Female,Academic,Native student,Italian,Never repeated,-0.4747,-1.228,0.8835,0.2093,-2.5781,-2.0187,-2.5927,0.3729,-0.2799,354.698,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38013039.0,Female,Academic,Immig student,Other,Never repeated,-1.1289,-1.228,-0.6309,-1.1542,-0.0712,-0.4037,-1.1254,1.9128,-2.1768,430.226,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38013172.0,Female,Academic,Native student,Italian,Never repeated,-0.7553,-1.228,-0.9425,,,,-2.8968,0.6387,-2.8473,377.984,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38013458.0,Female,Academic,Immig student,Other,Repeated at lease once,-1.36,0.299,1.0013,-1.0851,-0.9058,0.1165,-1.381,2.635,-0.3018,546.477,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38014145.0,Female,Academic,Native student,Italian,Never repeated,-0.4814,-1.228,0.6495,0.5484,0.7543,0.4227,0.9581,2.5078,-2.0011,570.945,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38014525.0,Male,Academic,Immig student,Other,Never repeated,-0.3485,-0.1325,0.5453,0.1611,0.0083,-0.1192,-1.1195,1.1606,-2.3522,494.427,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38014698.0,Female,Academic,Native student,Italian,Never repeated,-1.0825,-0.267,2.0463,-1.292,-3.2235,-0.4748,-0.9356,0.6387,-0.0994,501.501,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38014755.0,Male,Academic,Immig student,Italian,Repeated at lease once,2.1143,-1.228,1.138,0.6963,0.1252,-0.4021,1.5523,-0.3794,-1.0854,610.542,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000233.0,38015117.0,Female,Academic,Native student,Italian,Never repeated,0.9614,-1.228,-1.4668,0.6974,0.143,0.1489,-0.554,0.7889,-0.4802,465.163,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, based on school initiative",For all classes,Yes,Yes,Public,2116.0,1.0,0.075,1.049,0.2717,0.8242,-1.0865,0.1012,26-30 students,Some support from education authorities,-0.2084,-0.4514,2,High
38000271.0,38000119.0,Male,Technical,Native student,Other,Never repeated,0.5644,-1.228,-0.5737,2.2369,1.221,0.241,-1.5823,0.3729,0.0447,556.374,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38000429.0,Male,Technical,Native student,Other,Never repeated,-1.1435,0.3447,-1.0605,,0.7182,0.3621,-0.1347,0.3025,1.0932,604.944,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38000867.0,Male,Technical,Native student,Other,Never repeated,-0.5047,-0.2016,0.3035,-0.4813,-0.2518,0.6936,-0.6586,0.051,0.0399,691.38,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38000944.0,Male,Technical,Native student,Other,Never repeated,0.3249,1.4275,-1.5654,-0.9138,0.1404,-0.0204,-0.479,-1.5486,-0.7031,552.414,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38001418.0,Male,Technical,Native student,Other,Never repeated,0.2151,0.7179,0.6199,-0.6475,-1.0592,-1.0669,0.9831,-0.8811,1.3112,674.936,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38001580.0,Male,Technical,Native student,Other,Never repeated,0.314,0.379,-0.6876,-0.1115,1.1366,0.7929,-0.9773,0.6647,1.3497,662.06,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38001689.0,Male,Technical,Native student,Other,Never repeated,1.428,0.379,-0.2813,1.2715,0.6172,0.1394,0.05,-0.0423,-0.0738,564.007,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38001776.0,Male,Technical,Native student,Italian,Never repeated,0.7639,-1.228,-0.166,-1.2469,0.2132,0.4791,-0.8131,-0.1172,1.8941,601.847,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38001811.0,Male,Technical,Native student,,Never repeated,0.0011,0.1621,-0.6664,-1.4661,0.0352,0.6362,-0.7561,2.6149,0.1702,501.568,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38003144.0,Male,Technical,Native student,Other,Never repeated,2.7474,0.2652,-0.0357,1.6072,0.6554,-0.0388,1.6481,0.3378,1.2901,619.767,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38003912.0,Male,Technical,Native student,Other,Never repeated,0.3379,1.2211,-0.2678,0.8696,0.2087,1.361,1.5523,0.133,-0.0507,563.421,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38004688.0,Male,Technical,Native student,Other,Never repeated,2.2967,-0.1325,-0.2527,0.0343,-0.8763,0.5507,-1.2011,0.051,-0.2077,646.266,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38004751.0,Male,Technical,Native student,Other,Never repeated,0.3161,1.224,-0.3795,-0.0366,0.5487,0.5056,-0.9275,-2.3755,0.9272,702.741,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38004909.0,Male,Technical,Native student,Other,Never repeated,-1.3676,-0.3264,-0.4947,0.1815,0.0321,0.5883,-0.4885,0.051,-0.6106,586.333,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38004924.0,Male,Technical,Native student,Other,Never repeated,0.4878,-1.228,1.1562,3.0837,0.2541,-0.283,-0.9438,2.6149,-0.0708,564.746,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38005385.0,Female,Technical,Native student,Other,Never repeated,-1.1547,0.1924,-1.3984,-1.1297,-0.5026,-1.0548,-0.4436,0.5653,-0.7175,507.641,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38006279.0,Male,Technical,Native student,Other,Never repeated,1.4683,1.2508,-5.3811,-0.2772,-0.1062,-0.19,-0.4429,-0.9158,-0.0123,596.986,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38006293.0,Male,Technical,Native student,Other,Repeated at lease once,0.8759,1.2969,0.218,0.6439,0.1014,0.7223,-0.185,0.051,-0.6961,533.527,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38007109.0,Male,Technical,Native student,Other,Never repeated,0.1976,-0.391,0.6635,-0.587,0.3279,1.034,-0.3737,-0.7358,-0.4486,634.098,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38007633.0,Male,Technical,Native student,Italian,Never repeated,0.1436,0.7731,-0.6925,0.1706,-0.1429,-0.0599,-0.7415,-0.1172,0.8977,733.581,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38007750.0,Male,Technical,Native student,Other,Never repeated,0.1604,-1.228,1.0735,0.4892,-0.2883,0.6638,-0.2488,-1.6297,-0.4181,669.083,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38008096.0,Male,Technical,Native student,Italian,Never repeated,-0.2482,0.2289,,-0.5009,-0.3526,0.4768,,0.1932,1.1517,542.576,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38008154.0,Male,Technical,Native student,Other,Never repeated,-0.0328,0.7179,-0.2973,-0.6133,0.7045,-0.1999,0.1614,0.905,-0.4466,696.197,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38008366.0,Female,Technical,Native student,Other,Never repeated,-1.4358,-1.228,-0.0793,0.2916,0.5007,0.4516,-0.1514,-0.4577,-0.1986,666.966,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38008451.0,Male,Technical,Native student,Other,Never repeated,0.7639,0.6266,0.6097,-0.0306,0.585,0.1216,0.0059,0.1932,0.3749,532.226,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38008920.0,Male,Technical,Native student,Other,Never repeated,0.7639,-1.228,0.0907,0.3992,1.2046,0.2445,-0.8146,0.6647,1.0904,554.439,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
38000271.0,38009281.0,Male,Technical,Native student,Other,Never repeated,-0.3397,0.5504,-0.4565,-0.419,1.2147,0.3426,-0.4741,0.6647,1.3769,452.308,A city (100 000 to about 1 000 000 people),There are two or more other schools in this area that compete for our students.,"Yes, this is mandatory, e.g. based on district or ministry policies",For all classes,Yes,Yes,Public,638.0,0.8013,0.125,-1.3919,0.6504,0.43,-0.3956,0.5642,21-25 students,Some support from education authorities,0.1896,1.0146,2,Low
